id,date,text,hashtags,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,source,retweets,favorites,is_retweet,reply_to_status
1348888854393098242,2021-01-12 07:05:38,"MUI Banten: Sebelum Masyarakat, Kepala Daerah Wajib Disuntik Vaksin Terlebih Dulu - https://t.co/d6vhyP6enD… https://t.co/K6KPEyoP70",,Republik Merdeka Banten,,"Mengabarkan informasi terkini, faktual, kritis dan anti hoax.",2014-11-26 23:54:54,865,115,144,False,Twitter Web App,2,4,False,
1348891602392031232,2021-01-12 07:16:33,Menkes: Bahan Baku untuk Produksi 15 Juta Vaksin COVID-19 Datang Hari Ini #Vaksin #VaksinCorona #VaccineStrategy https://t.co/6blW8gqiRF,"['Vaksin', 'VaksinCorona', 'VaccineStrategy']",inno kribow,Jakarta,"Journalist, writers | traveller | @kribotrip | coffee lover | My Life, My choices, My mistakes, and My lessons is not your business.",2010-02-28 19:01:16,1165,1236,72,False,Twitter Web App,0,0,False,1.3488916005968443e+18
1348893700722552833,2021-01-12 07:24:54,China Manfaatkan Sertifikat Halal MUI untuk Memasarkan Vaksin Sinovac ke Negara-Negara Islam #Vaksin #mui #Litbang… https://t.co/mpmQ5HjbtO,"['Vaksin', 'mui', 'Litbang']",BaBe - Baca Berita,Indonesia,"Aku resmi BaBe - Aplikasi berita pintar yang menyajikan berita terhangat & terlengkap!
Download Aplikasinya disini https://t.co/XCH2Gleboa",2014-01-23 08:06:14,5128,48,95,False,BaBe ,0,0,False,
1348894461955198981,2021-01-12 07:27:55,"UU Kesehatan RI No. 36 Tahun 2009
Pasal 5, Poin (3). Setiap orang berhak secara mandiri dan bertanggung jawab menen… https://t.co/iUNEV74Zok",,LBH AMIN,"DKI Jakarta, Indonesia",Lembaga Bantuan Hukum Advokasi Masyarakat Indonesia | Organisasi Nirlaba | Layanan Hukum | Pengacara | Konsultasi: 0881024929316,2020-05-17 05:26:12,1335,1328,256,False,Twitter for Android,0,2,False,
1348894765648023557,2021-01-12 07:29:08,"Mengapa Suntik Vaksin Corona Harus Dua Kali? Ini Penjelasan Medisnya
#Kudus #Vaksinasi #VaksinSinovac
@murianewscom https://t.co/ISbWiSDqAN","['Kudus', 'Vaksinasi', 'VaksinSinovac']",MURIANEWS,"Kudus, CJ, Indonesia","It's local news portal |
Official Twitter account of MURIANEWS | Telp./Fax: (0291) 424-8700 | Email: red.murianews@gmail.com",2012-12-02 13:25:18,5376,388,2743,False,Twitter Web App,0,0,False,
1348895162508791809,2021-01-12 07:30:42,"Vaksin juga ada yang dalam bentuk curah loh
#VaksinSinovac #vaksin #VaksinLolosUjiKlinis 
https://t.co/TYoTAYj1gL","['VaksinSinovac', 'vaksin', 'VaksinLolosUjiKlinis']",Trenasia,Jakarta,"Akun Instagram resmi https://t.co/R3rllgBjas I Pro Bisnis, Pro Inovasi, fleksibel dan bisa dipertanggungjawabkan

De'JURAGAN👇🏻
https://t.co/pcI2ZidHOC",2020-05-19 03:14:06,65,4,0,False,Twitter Web App,0,0,False,
1348895169223876609,2021-01-12 07:30:44,"Presiden Jokowi Suntik Vaksin Covid-19 Besok Pagi, Disiarkan Secara Live
https://t.co/c1PwfUTW3y 
#jokowi #presiden #vaksinasi #covid19","['jokowi', 'presiden', 'vaksinasi', 'covid19']",PMJNEWS,,"Official akun @pmjnews
Menangkal HOAX, Menyampaikan Fakta Akurat, dan Terpercaya.",2018-12-04 05:12:22,146,637,43,False,Twitter Web App,0,0,False,
1348895838190276609,2021-01-12 07:33:23,"Menkes: Kelompok Lansia Akan Divaksin Periode Maret-April
https://t.co/aUpMXWY8NQ 
#menkes #lansia #vaksin #covid19","['menkes', 'lansia', 'vaksin', 'covid19']",PMJNEWS,,"Official akun @pmjnews
Menangkal HOAX, Menyampaikan Fakta Akurat, dan Terpercaya.",2018-12-04 05:12:22,146,637,43,False,Twitter Web App,0,0,False,
1348896126477340673,2021-01-12 07:34:32,"Abis baca2 tentang thread2 #Vaksin #Sinovac, dr efikasi dan efeknya, kayaknya hasilnya sama aja divaksin sama g div… https://t.co/RghqcoRwtL","['Vaksin', 'Sinovac']",amed احمد هلابي ❁,,"a Man who loves GREEN colour.. a blue blacked blood Man #ForzaInter.. And #LeedsUnited lover.. 

a die hard against LGBT ✊",2010-02-02 17:12:11,216,203,5839,False,Twitter Web App,0,0,False,
1348897117335560198,2021-01-12 07:38:28,"Dua hari jelang #vaksin, keinget jaman sekolah lari saat mau disuntik. Tpi kalau sekarang mgkin lari karena takut efek samping. Aasudahlah",['vaksin'],Ainruk,,"Jurnalis,",2021-01-10 14:50:25,0,0,0,False,Twitter for Android,0,0,False,
1348897621142769667,2021-01-12 07:40:28,"26 Ribu Pejabat, Tokoh dan Tenaga Kesehatan Sumut akan Divaksin Januari, Begini Teknisnya

sumber:… https://t.co/UHS8ec0Ie9",,DINAS KOMINFO SUMUT,"Medan Kota, Indonesia","Official Dinas Komunikasi dan Informatika Provinsi Sumatera Utara 🎥📷📹💻📱 
Akun Informasi Kepada Masyarakat
#SumutBermartabat #diskominfosumut",2017-10-31 04:43:51,1358,57,58,True,Twitter for Android,0,0,False,
1348899286130388993,2021-01-12 07:47:05,"#Jokowi
#Vaksin
#Covid-19
""Besok saat penyuntikan perdana tersebut juga akan disiarkan secara live streaming. Jadi… https://t.co/ewhtJk2Toq","['Jokowi', 'Vaksin', 'Covid']",Serambi Indonesia,Aceh,"Official Twitter Page of Serambi Indonesia, #Aceh Leading NewsPaper | Online | Mobile | Radio @SerambiFM | P +62651635544",2009-08-11 05:27:26,89340,949,16,True,TweetDeck,0,1,False,
1348900520874881024,2021-01-12 07:52:00,"Pemeriksaan pap smear bisa deteksi dini kanker serviks?

#vaksinasi #vaksin #HPV #kankerserviks
#vaksinasiHPV

https://t.co/wSwcpcoiia","['vaksinasi', 'vaksin', 'HPV', 'kankerserviks', 'vaksinasiHPV']",Tanya Vaksinasi,Indonesia,"BSTI In Harmony Clinic - klinik #imunisasi dan #vaksinasi terpercaya.
Telp :  021 2147-5563",2012-07-15 05:29:40,3421,2357,273,False,TweetDeck,0,0,False,
1348901398977527815,2021-01-12 07:55:29,Menag Minta Umat Tak Ragu Ikut Program #vaksinisasi. Kunjungi https://t.co/bhoMR2cuG2 . #covid #hdp #Kemenag… https://t.co/gasLAieEaq,"['vaksinisasi', 'covid', 'hdp', 'Kemenag']",ProKabar.com,Indonesia,Profesional mengabarkan,2017-05-10 13:42:20,113,8,6,False,Prokabar.com,0,0,False,
1348901821310324736,2021-01-12 07:57:10,"Bakal Ditayangkan Secara Live Streaming 
Besok Pagi, Jokowi Terima Suntikan Vaksin Covid

@jokowi Presiden #Vaksin… https://t.co/AEU3QBcjEs",['Vaksin'],Rakyat Merdeka,"Graha Pena, Kebayoran Lama 12",Official Twitter of Rakyat Merdeka | The Political Newsleader | Web: https://t.co/0ulMBMELYr| FB: Rakyat Merdeka | IG @rakyatmerdeka1999 | https://t.co/wLwCDX4qmy,2016-03-22 13:54:59,1607,204,259,False,Twitter for Android,3,3,False,
1348903096185884672,2021-01-12 08:02:14,"Yang Khawatir Divaksin Corona, Lihat Saja Kondisi Gubernur Ridwan Kamil #news #jabar #JawaBarat #vaksin #COVID19 https://t.co/wphMAWLBxk","['news', 'jabar', 'JawaBarat', 'vaksin', 'COVID19']",askara,Jakarta,"Media Nasional Sahabat Indonesia -
Instagram & Facebook: Askara Official",2020-02-18 09:14:07,3011,2806,88,False,Twitter for Android,0,0,False,
1348903796265558016,2021-01-12 08:05:01,"Presiden RI Joko Widodo dijadwalkan menjalani vaksinasi perdana Covid-19 pada Rabu 13 Januari 2021, pagi hari.… https://t.co/OiLYMkpTnP",,Acuantodaycom,"DKI Jakarta, Indonesia","Acuantoday Media millenial, Diskusi lebih berisi

Ikuti juga Youtube, FB dan IG Acuan di : Acuantodaycom",2020-07-29 09:27:18,5259,0,29,False,Twitter Web App,7,8,False,
1348904147764985856,2021-01-12 08:06:24,"Saya siapp Di vaksin

#soksi
#vaksin https://t.co/hNVPhl4Pls","['soksi', 'vaksin']",HENDRIAWAN ANGGA,Cirebon Jawa Barat,Jadi Pengusaha Tahu Gejrot Khas Cirebon dan tetap jadi politisi muda,2010-04-27 06:30:00,205,547,17,False,Twitter for Android,0,0,False,
1348904230241767427,2021-01-12 08:06:44,"Video: Vaksin COVID-19 Tahap 3 Tiba, Doni Monardo: Kita Harus Bersyukur

#COVID19 #Sinovac #Vaksin #VaksinCOVID19… https://t.co/weVbG6tiox","['COVID19', 'Sinovac', 'Vaksin', 'VaksinCOVID19']",BeritaSatu,Jakarta,BeritaSatu Media Holdings: https://t.co/oEA5BcF5oJ dan BeritaSatu TV.,2010-06-10 11:12:27,727226,208,16,True,Twitter Web App,1,0,False,
1348905548217868297,2021-01-12 08:11:58,"Kamis Besok Disuntik, Ganjar Jadi Orang Pertama Yang Terima Vaksin Covid Di Jawa Tengah

@ganjarpranowo #Vaksin… https://t.co/gStNueWBBR",['Vaksin'],Rakyat Merdeka,"Graha Pena, Kebayoran Lama 12",Official Twitter of Rakyat Merdeka | The Political Newsleader | Web: https://t.co/0ulMBMELYr| FB: Rakyat Merdeka | IG @rakyatmerdeka1999 | https://t.co/wLwCDX4qmy,2016-03-22 13:54:59,1607,204,259,False,Twitter for Android,3,3,False,
1348905803311243267,2021-01-12 08:12:59,"Kamis Besok, Kota Dan Kabupaten Semarang Serta Kota Surakarta Siap Jalankan Vaksinasi Perdana Covid-19… https://t.co/28BoAPl2rj",,Rakyat Merdeka,"Graha Pena, Kebayoran Lama 12",Official Twitter of Rakyat Merdeka | The Political Newsleader | Web: https://t.co/0ulMBMELYr| FB: Rakyat Merdeka | IG @rakyatmerdeka1999 | https://t.co/wLwCDX4qmy,2016-03-22 13:54:59,1607,204,259,False,Twitter for Android,3,3,False,
1348906382242713600,2021-01-12 08:15:17,Semua warga Indonesia diwajibkan turut serta dalam program vaksinasi Sinovac. Pemerintah akan memberikan sanksi pid… https://t.co/SWqNd91MsB,,Dealio.id,Jakarta Capital Region,Siap Jadi #JuaraUntungnya?,2019-01-28 07:26:43,503,11,9,False,Twitter Web App,4,5,False,
1348906560815210499,2021-01-12 08:16:00,"Fatwa MUI diharapkan untuk redam hoaks perihal vaksin COVID-19.

#merahputihcom #fatwaMUI #vaksin #covid19 https://t.co/ind1N9NKIW","['merahputihcom', 'fatwaMUI', 'vaksin', 'covid19']",newsmerahputih,Jakarta,"Official Twitter https://t.co/vTTj2EEZOB Portal Berita Terkini, Portal Media Sosial, Portal Video Sosial.

#BeraniMenginspirasi",2014-08-07 16:00:21,8689,216,331,False,TweetDeck,0,0,False,
1348908527297863686,2021-01-12 08:23:49,"Menag: Vaksin Sinovac Halal Tak Mengandung Bagian Tubuh Manusia maupun Babi 

#Menag #GusYaqut #Vaksin https://t.co/rAmQ8brcnb","['Menag', 'GusYaqut', 'Vaksin']",iNews.id,"Jakarta, Indonesia","Official Twitter of https://t.co/VcBPTpbkAZ, MNC Media Group | redaksi@inews.id | sales@inews.id | Android : https://t.co/ZZuh3jfXGC iPhone : https://t.co/Qtp13CrCFh",2017-12-22 12:20:40,2415,184,133,False,TweetDeck,0,0,False,
1348909436312580096,2021-01-12 08:27:25,"Penny K Lukito (Kepala Badan Pengawasan Obat dan Makanan/BPOM) menyatakan, Vaksin Sinovac Aman, berkhasiat. Mampu t… https://t.co/CwyHRPInDU",,Syasqia Ayu,,jangan lupa follback,2020-12-10 03:49:37,24,50,11,False,Twitter for Mac,0,0,False,
1348909515542994945,2021-01-12 08:27:44,Penny K Lukito (Kepala Badan Pengawasan Obat dan Makanan/BPOM) menyatakan badan POM memberikan Emergency Use Author… https://t.co/oWswAu8um9,,Jihan Keisha,,yuk mutualann,2020-12-09 07:20:39,12,31,12,False,Twitter for iPad,0,0,False,
1348909630039068673,2021-01-12 08:28:11,Sah BPOM beri izin Vaksin Covid-19 Sinovac #vaksinasi https://t.co/tpgGSWjIXq,['vaksinasi'],Geisha Ayu,,,2020-12-10 05:21:09,16,32,9,False,Twitter for iPad,0,0,False,
1348909663962624000,2021-01-12 08:28:20,Penny K Lukito ( kpala Badan Pengawasan Obat dn Makanan/BPOM ) menyatakan badan POM ngasih Emergency Use Authorizat… https://t.co/BsFWk6uO5X,,Rina Ayu,,,2020-12-09 07:57:55,1,1,3,False,Twitter for Mac,0,0,False,
1348909702516678657,2021-01-12 08:28:29,"Penny K Lukito ( kpala Badan Pengawasan Obat &amp; Makanan/BPOM ) menyatakan, Vaksin Sinovac Aman, berkhasiat. msmpu tu… https://t.co/Vv7NfxO2nH",,Hanifah Putri,,aku cantik fix no debat,2020-12-10 04:50:35,57,107,17,False,Twitter for Mac,0,0,False,
1348909847014645760,2021-01-12 08:29:03,syah BPOM beri ijin Vaksin Covid-19 Sinovac #vaksinasi https://t.co/hyXpDGv1Ii,['vaksinasi'],Deandra Putri,,,2020-12-10 05:26:12,26,34,9,False,Twitter for Mac,0,0,False,
1348909879679877121,2021-01-12 08:29:11,penny K lukito ( kepala dewan penjagaan remedi dan makanan/bpom ) mengemukakan raga POM mengagih emergency use auth… https://t.co/QXivNuMIgQ,,Ajeng Sunthi,,follback ya,2020-12-09 08:04:46,24,33,15,False,Twitter for Mac,0,0,False,
1348909912772857859,2021-01-12 08:29:19,penny K lukito ( kepala awak pemeliharaan remedi dan makanan/bpom ) menyatakan. vaksin sinovac aman. berkhasiat. ku… https://t.co/iEYMwMmnPI,,Geisha Ayu,,,2020-12-10 05:21:09,16,32,9,False,Twitter for iPad,0,0,False,
1348909942653128705,2021-01-12 08:29:26,Penny K Lukito (Kepala Badan Pengawasan #vaksinasi https://t.co/rtHnLm0MHh,['vaksinasi'],Ajeng Sunthi,,follback ya,2020-12-09 08:04:46,24,33,15,False,Twitter for Mac,0,0,False,
1348910074748489728,2021-01-12 08:29:58,terang Badan Pengawasan Obat dan Makanan ongkosi pangestu vaksin covid-19 sinovac #vaksinasi https://t.co/2QXD4ZDJLa,['vaksinasi'],Rania Putri,,be happy,2020-12-10 06:41:38,19,30,18,False,Twitter for iPad,0,0,False,
1348910105811509253,2021-01-12 08:30:05,Penny K Lukito ( kpala Badan Pengawasan Obat dn Makanan/BPOM ) menyatakan badan POM ngasih Emergency Use Authorizat… https://t.co/lr2sfKGsVl,,Erni Putri,,,2020-12-09 08:26:10,6,28,8,False,Twitter for Mac,0,0,False,
1348910136211902464,2021-01-12 08:30:12,"Penny K Lukito ( kpala Badan Pengawasan Obat dn Makanan/BPOM ) menyatakan, Vaksin Sinovac Aman, berkhasiat. mampuh… https://t.co/v2PqDeQt93",,Deandra Putri,,,2020-12-10 05:26:12,26,34,9,False,Twitter for Mac,0,0,False,
1348910168700907522,2021-01-12 08:30:20,Penny K Lukito ( kpala Badan Pengawasan #vaksinasi https://t.co/b9Pcj9kEyK,['vaksinasi'],Erni Putri,,,2020-12-09 08:26:10,6,28,8,False,Twitter for Mac,0,0,False,
1348910248854052864,2021-01-12 08:30:39,sempurna Badan Pengawasan Obat dan Makanan distribusikan per-kenan vaksin covid-19 sinovac #vaksinasi https://t.co/A5FjhmSK0z,['vaksinasi'],Jeihani Putri,,,2020-12-10 06:49:59,16,38,13,False,Twitter for Mac,0,0,False,
1348910279074082817,2021-01-12 08:30:46,penny K lukito ( kepala komisi pengamatan remedi dan makanan/bpom ) menjelaskan akademi POM menurunkan emergency us… https://t.co/wiGm24q3Og,,Gina Amelia,,isiin dong,2020-12-11 10:12:14,20,44,10,False,Twitter for Mac,0,0,False,
1348910315421933568,2021-01-12 08:30:55,penny K lukito ( kepala institusi pemeliharaan remedi dan makanan/bpom ) menyatakan. vaksin sinovac aman. berkhasia… https://t.co/cpLyII18qd,,Rania Putri,,be happy,2020-12-10 06:41:38,19,30,18,False,Twitter for iPad,0,0,False,
1348910349160833025,2021-01-12 08:31:03,penny K lukito ( kepala fisik penilikan #vaksinasi https://t.co/0A5eU6EEOb,['vaksinasi'],Gina Amelia,,isiin dong,2020-12-11 10:12:14,20,44,10,False,Twitter for Mac,0,0,False,
1348910423127453698,2021-01-12 08:31:21,sempurna Badan Pengawasan Obat dan Makanan silakan restu vaksin covid-19 sinovac #vaksinasi https://t.co/3tJ4IMlRbf,['vaksinasi'],Zara Ayu,,be happy,2020-12-10 07:20:54,22,55,13,False,Twitter for Mac,0,0,False,
1348910505830739968,2021-01-12 08:31:40,"Penny K Lukito ( kpala Badan Pengawasan Obat dn Makanan/BPOM ) menyatakan, Vaksin Sinovac Aman, berkhasiat. msmpu t… https://t.co/Dn8CjVrmLQ",,Jeihani Putri,,,2020-12-10 06:49:59,16,38,13,False,Twitter for Mac,0,0,False,
1348910585530908672,2021-01-12 08:31:59,makbul Badan Pengawasan Obat dan Makanan bayari pangestu vaksin covid-19 sinovac #vaksinasi https://t.co/BYxcVWFp8n,['vaksinasi'],Syifa Tiana,jakarta,everything gona be alright,2020-09-16 03:19:38,25,27,0,False,Twitter for Mac,0,0,False,
1348910619332788224,2021-01-12 08:32:07,penny K lukito ( kepala yayasan pemeriksaan remedi dan makanan/bpom ) menyatakan. vaksin sinovac aman. berkhasiat.… https://t.co/gE3Mr8SVvZ,,Zara Ayu,,be happy,2020-12-10 07:20:54,22,55,13,False,Twitter for Mac,0,0,False,
1348910660025872384,2021-01-12 08:32:17,penny K lukito ( kepala awak supervisi remedi dan makanan/bpom ) menyampaikan konsorsium POM menganugerahkan emerge… https://t.co/5v2LHR5HmG,,Mia Amelia,,,2020-12-10 07:46:34,16,45,17,False,Twitter for Mac,0,0,False,
1348910701654331393,2021-01-12 08:32:27,Penny K Lukito ( pala Badan Pengawasan #vaksinasi https://t.co/C0hI2xTTNV,['vaksinasi'],Mia Amelia,,,2020-12-10 07:46:34,16,45,17,False,Twitter for Mac,0,0,False,
1348910735930183680,2021-01-12 08:32:35,makbul Badan Pengawasan Obat dan Makanan bayari restu vaksin covid-19 sinovac #vaksinasi https://t.co/2HGTBUMLqc,['vaksinasi'],Cika maulani,,"Kita semua mahluk fana. Dan semua yang kita kira kita miliki, bisa direnggut dalam sekejap mata.",2020-09-30 08:19:49,8,31,36,False,Twitter for iPad,0,0,False,
1348910779697754113,2021-01-12 08:32:46,penny K lukito ( kepala kelompok inspeksi penawar dan makanan/bpom ) menyatakan. vaksin sinovac aman. berkhasiat. b… https://t.co/mvovFbmC3J,,Syifa Tiana,jakarta,everything gona be alright,2020-09-16 03:19:38,25,27,0,False,Twitter for Mac,0,0,False,
1348910907871563778,2021-01-12 08:33:16,Penny K Lukito ( kpala Badan Pengawasan Obat n Makanan/BPOM ) menyatakan badan POM mberikan Emergency Use Authoriza… https://t.co/cbIBBUTi0a,,Sukma Putri,,gaboleh sombong,2020-12-10 03:45:03,13,28,11,False,Twitter for Mac,0,0,False,
1348910958136107010,2021-01-12 08:33:28,penny K lukito ( kepala jawatan kuasa pencegahan #vaksinasi https://t.co/uGxQfXXm6A,['vaksinasi'],Sukma Putri,,gaboleh sombong,2020-12-10 03:45:03,13,28,11,False,Twitter for Mac,0,0,False,
1348910988053991430,2021-01-12 08:33:35,sahih Badan Pengawasan Obat dan Makanan utarakan persetujuan vaksin covid-19 sinovac #vaksinasi https://t.co/L30gEtYpQ0,['vaksinasi'],Hanin Dita,,Melepaskan lebih baik dari pada mempertahankan yang tak pantas untuk dipertahankan.,2020-10-23 08:42:32,47,71,2,False,Twitter for Mac,0,0,False,
1348911012490006529,2021-01-12 08:33:41,"Penny K Lukito ( pala Badan Pengawasan Obat dn Makanan/BPOM ) menyatakan, Vaksin Sinovac Aman, berkhasiat. msmpu tu… https://t.co/VeWYPqnrPf",,Cika maulani,,"Kita semua mahluk fana. Dan semua yang kita kira kita miliki, bisa direnggut dalam sekejap mata.",2020-09-30 08:19:49,8,31,36,False,Twitter for Mac,0,0,False,
1348911122754138112,2021-01-12 08:34:07,penny K lukito ( kepala majelis kontrol #vaksinasi https://t.co/PFbYx7lTfA,['vaksinasi'],Syasqia Ayu,,jangan lupa follback,2020-12-10 03:49:37,24,50,11,False,Twitter for Mac,0,0,False,
1348911160687349760,2021-01-12 08:34:16,penny K lukito ( kepala lembaga pemeriksaan penawar dan makanan/bpom ) memaklumkan institut POM mengamalkan emergen… https://t.co/qkNJ30OjGj,,Syasqia Ayu,,jangan lupa follback,2020-12-10 03:49:37,24,50,11,False,Twitter for Mac,0,0,False,
1348911228593180677,2021-01-12 08:34:33,asi Badan Pengawasan Obat dan Makanan modali persetujuan vaksin covid-19 sinovac #vaksinasi https://t.co/iCZLReqSl3,['vaksinasi'],Jihan Keisha,,yuk mutualann,2020-12-09 07:20:39,12,31,12,False,Twitter for Mac,0,0,False,
1348911248503500802,2021-01-12 08:34:37,"Sampurasun wargi Jabar 😊
.
Berikuti ini infografis tanya-jawab mengenai info-info seputar vaksin 😉
Yuk kita simak 🤗… https://t.co/5TZ2PcNgjB",,jabarprov.go.id | #75TahunJabar,"Bandung,Indonesia","Website Resmi Pemerintah Provinsi Jawa Barat, Alamat : Jl. Taman Sari No. 55 Bandung 40132, Tlp/Fax: 022-2502898/022-2511505 email : info@jabarprov.go.id",2012-08-31 01:17:17,21671,737,661,True,Twitter for Android,0,0,False,
1348911275523260417,2021-01-12 08:34:44,penny K lukito ( kepala persatuan perlindungan penawar dan makanan/bpom ) menyatakan. vaksin sinovac aman. berkhasi… https://t.co/hBKTVq7obe,,Hanin Dita,,Melepaskan lebih baik dari pada mempertahankan yang tak pantas untuk dipertahankan.,2020-10-23 08:42:32,47,71,2,False,Twitter for Mac,0,0,False,
1348911309971066881,2021-01-12 08:34:52,Penny K Lukito ( pala Badan Pengawasan Obat dn Makanan/BPOM ) menyatakan badan POM mberikan Emergency Use Authoriza… https://t.co/2yw15PHHt1,,Hanifah Putri,,aku cantik fix no debat,2020-12-10 04:50:35,57,107,17,False,Twitter for Mac,0,0,False,
1348911340920836096,2021-01-12 08:34:59,penny K lukito ( kepala akademi perlindungan #vaksinasi https://t.co/ZvlhXHwHr1,['vaksinasi'],Hanifah Putri,,aku cantik fix no debat,2020-12-10 04:50:35,57,107,17,False,Twitter for Mac,0,0,False,
1348911376689872896,2021-01-12 08:35:08,aci Badan Pengawasan Obat dan Makanan serahkan restu vaksin covid-19 sinovac #vaksinasi https://t.co/HOQ14mwVCw,['vaksinasi'],Rina Ayu,,,2020-12-09 07:57:55,1,1,3,False,Twitter for Mac,0,0,False,
1348911455077244930,2021-01-12 08:35:27,penny K lukito ( kepala senat pengendalian #vaksinasi https://t.co/39p4qBzfcE,['vaksinasi'],Geisha Ayu,,,2020-12-10 05:21:09,16,32,9,False,Twitter for iPad,0,0,False,
1348911655875330050,2021-01-12 08:36:14,"Sampurasun wargi jabar 😊
.
Program pelaksanaan vaksinasi COVID-19 akan segera dilakukan setelah Badan Pengawas Obat… https://t.co/Msv6UXpJ5k",,jabarprov.go.id | #75TahunJabar,"Bandung,Indonesia","Website Resmi Pemerintah Provinsi Jawa Barat, Alamat : Jl. Taman Sari No. 55 Bandung 40132, Tlp/Fax: 022-2502898/022-2511505 email : info@jabarprov.go.id",2012-08-31 01:17:17,21671,737,661,True,Twitter for Android,0,3,False,
1348911698111983617,2021-01-12 08:36:25,Penny K Lukito (Kepala Badan Pengawasan #vaksinasi https://t.co/AqnIKGlDhZ,['vaksinasi'],Deandra Putri,,,2020-12-10 05:26:12,26,34,9,False,Twitter for Mac,0,0,False,
1348913351351443456,2021-01-12 08:42:59,"Kalo sudah begini siapa yg peduli
Yang bertanggung jawab

#Vaksin #VaksinSinovac #VaksinCorona #vaksincovid19 https://t.co/1AsorDkdY9","['Vaksin', 'VaksinSinovac', 'VaksinCorona', 'vaksincovid19']",Idn_Zellix,swiss,"•Ketakutan Adalah Cara Yang Hebat Untuk Mengontrol Rakyat
Dan Media Adalah Senjata Untuk Mendoktrin•",2019-04-19 13:37:07,213,29,142,False,Twitter for Android,0,2,False,
1348914321091305473,2021-01-12 08:46:50,"Program vaksinasi Covid-19 adalah salah satu strategi utama untuk menyelesaikan masalah pandemi.

#Covid19… https://t.co/gA2zrC7dkI",['Covid19'],Seputar Info Indonesia,,Seputar Informasi Indonesia,2020-04-13 03:18:10,37,38,146,False,Twitter for Android,0,0,False,
1348914749917044736,2021-01-12 08:48:32,"#Vaksin Covid-19 Aman dan Halal, Menteri Agama: Jangan Ragu Ikut Vaksinasi - https://t.co/1hFRey6UPt #Covid #Covid19 https://t.co/eoNEBVNhL0","['Vaksin', 'Covid', 'Covid19']",Berita Covid,,,2015-05-31 15:19:52,1164,1338,0,False,IFTTT,0,0,False,
1348915061142679552,2021-01-12 08:49:46,"Besok Bapak Presiden Jokowi akan di vaksin, apakah ini sentimen baik/buruk?

Sudah beberapa hari saham farmasi naik… https://t.co/gENuGWSxng",,Belajar Saham,,"How successful you will be, by what you do today.",2021-01-03 14:05:17,22,11,36,False,Twitter for Android,0,2,False,
1348916885383876608,2021-01-12 08:57:01,"@halakhitaT0BA #Vaksin Oke Siap Edar 
#PakaiMaskermuSayang","['Vaksin', 'PakaiMaskermuSayang']",yoon_manoobal,"Jawa Barat, Indonesia","you'll never knew unless you walked in my shoes~ U'll never knew my tangled string ~

i'm over the moon with my happy thought",2020-01-16 04:06:04,31,550,2933,False,Twitter for Android,0,0,False,1.348844086157955e+18
1348917673292390400,2021-01-12 09:00:09,Hai SohIB! BPOM telah resmi mengeluarkan izin penggunaan darurat untuk #VaksinSinovac. Seperti apa hasil evaluasiny… https://t.co/x4uRYyHgJQ,['VaksinSinovac'],Indonesia Baik,Indonesia,📱Sajian konten informasi digital | 📊Fakta dan data menarik setiap hari | 📌Powered by @djikp @kemkominfo | #️⃣ #IndonesiaBaik #YangMudaSukaData,2017-02-13 07:59:15,22082,168,212,True,Twittimer,9,11,False,
1348918440589885443,2021-01-12 09:03:12,"Guys, sekarang ini lagi ramai soal Vaksin. Nah, tapi apakah teman-teman tau apa itu Vaksin dan istilah lainnya??

Y… https://t.co/TMrHVbSGPp",,JNE.Yogyakarta,Kota Yogyakarta,"Official Account of JNE Yogyakarta Jl. Sorogenen No. 196 Nitikan Umbulharjo Yogyakarta Telp. 0274–4605800, | Like FB Page JNE Yogyakarta |",2015-04-09 10:32:22,1705,1549,426,False,Twitter for iPhone,1,2,False,
1348918591668645889,2021-01-12 09:03:48,"Jokowi jadi orang pertama di Indonesia yang disuntik vaksin covid-19 besok Rabu, 13 Januari 2020. #Jokowi #Vaksin… https://t.co/9IfIDYBd34","['Jokowi', 'Vaksin']",radamuhu.com,"Menteng, Jakarta Pusat","HOT NEWS : Santai & Serius ( #IndonesiaRaya
#Berita #News #Radamuhucom #Radamuhunews )

Sebelum di #Folback Wajib RT, LIKE & Komen",2016-05-13 06:39:11,832,1046,389,False,Twitter Web App,0,0,False,
1348919477178560513,2021-01-12 09:07:19,"Guys, sekarang ini lagi ramai soal Vaksin. Nah, tapi apakah teman-teman tau apa itu Vaksin dan istilah lainnya??

Y… https://t.co/enVNpdy17I",,JNEMGL,"Magelang, Jawa Tengah","Official Account of JNE Magelang Jl. Magelang Pasaranyar Km. 4,5 Telp. 0293 325577 | Like FB Page JNE Magelang |",2017-04-11 04:30:34,579,4696,448,False,Twitter for Android,0,2,False,
1348922251677032454,2021-01-12 09:18:21,"Sejak 16 Nov 2020 lalu, Presiden Pak @jokowi sudah menyatakan bersedia menjadi orang Indonesia pertama yang disunti… https://t.co/x1kgE6eK7u",,IraSoenjotoKaminsky,,"Cucu bungsu Bambang Soenjoto dan Klara Havel-Kaminsky, pelajar Indonesia di Cekoslowakia tahun 1961. Kini menetap di Jakarta/Cirebon dan pembela Merah Putih.",2013-04-25 07:24:47,3798,152,2955,False,Twitter for Android,1,2,False,
